rowid,mpl_hostname,mpl_letter,mpl_def,mpl_reflink,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mst_teff,mst_mass,mst_rad,rowupdate,mpl_name,mpl_masse,mpl_rade,mpl_disc,mpl_status,st_dist
2738,Kepler-62,b,1,<a href=http://adsabs.harvard.edu/abs/2013Sci...340..587B target=ref> Borucki et al. 2013 </a>,Transit,5,5.714932,0.0553,4925,0.69,0.64,5/14/14,Kepler-62 b,9,1.31,2013,3,368
2739,Kepler-62,c,1,<a href=http://adsabs.harvard.edu/abs/2013Sci...340..587B target=ref> Borucki et al. 2013 </a>,Transit,5,12.4417,0.0929,4925,0.69,0.64,5/14/14,Kepler-62 c,4,0.54,2013,3,368
2740,Kepler-62,d,1,<a href=http://adsabs.harvard.edu/abs/2013Sci...340..587B target=ref> Borucki et al. 2013 </a>,Transit,5,18.16406,0.12,4925,0.69,0.64,5/14/14,Kepler-62 d,14,1.95,2013,3,368
2741,Kepler-62,e,1,<a href=http://adsabs.harvard.edu/abs/2013Sci...340..587B target=ref> Borucki et al. 2013 </a>,Transit,5,122.3874,0.427,4925,0.69,0.64,5/14/14,Kepler-62 e,36,1.61,2013,3,368
2742,Kepler-62,f,1,<a href=http://adsabs.harvard.edu/abs/2013Sci...340..587B target=ref> Borucki et al. 2013 </a>,Transit,5,267.291,0.718,4925,0.69,0.64,5/14/14,Kepler-62 f,35,1.41,2013,3,368
2743,Kepler-620,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,12.91375431,,6155,1.15,1.22,5/10/16,Kepler-620 b,,3.32,2016,3,1241
2744,Kepler-621,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.62811375,,4521,0.72,0.68,5/10/16,Kepler-621 b,,2.3,2016,3,389
2745,Kepler-622,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,14.28226676,,4201,0.64,0.61,5/10/16,Kepler-622 b,,2.13,2016,3,259
2746,Kepler-623,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,9.07097734,,5443,0.9,0.86,5/10/16,Kepler-623 b,,3.01,2016,3,811
2747,Kepler-624,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,14.58649607,,6117,1.1,1.18,5/10/16,Kepler-624 b,,2.31,2016,3,731
2748,Kepler-625,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,7.75192492,,5789,1.04,0.96,5/10/16,Kepler-625 b,,1.99,2016,3,502
2749,Kepler-625,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,4.1653651,,5789,1.04,0.96,5/10/16,Kepler-625 c,,1.05,2016,3,502
2750,Kepler-626,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,14.48585199,,5813,1.01,1.05,5/10/16,Kepler-626 b,,2.29,2016,3,690
2751,Kepler-627,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,40.6994443,,6424,1.3,1.49,5/10/16,Kepler-627 b,,3.73,2016,3,1143
2752,Kepler-628,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,15.4580567,,5721,1,1.28,5/10/16,Kepler-628 b,,8.4,2016,3,579
2753,Kepler-629,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,7.2385854,,5444,0.93,0.84,5/10/16,Kepler-629 b,,1.38,2016,3,383
2754,Kepler-63,b,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...775...54S target=ref> Sanchis-Ojeda et al. 2013 </a>,Transit,1,9.4341505,0.08,5576,0.984,0.9,5/14/14,Kepler-63 b,120,6.11,2013,3,200
2755,Kepler-630,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,161.4743937,,5829,1.02,1.04,5/10/16,Kepler-630 b,,3.18,2016,3,657
2756,Kepler-631,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,17.97979059,,6185,1.24,1.33,5/10/16,Kepler-631 b,,2.9,2016,3,843
2757,Kepler-632,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,30.99660733,,5322,0.91,0.84,5/10/16,Kepler-632 b,,2.21,2016,3,349
2758,Kepler-633,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,8.50340718,,5899,1.02,1.15,5/10/16,Kepler-633 b,,1.63,2016,3,634
2759,Kepler-634,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,5.16950177,,6075,1.03,1.24,5/10/16,Kepler-634 b,,1.89,2016,3,757
2760,Kepler-635,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,23.44971004,,6174,1.33,1.51,5/10/16,Kepler-635 b,,2.64,2016,3,826
2761,Kepler-636,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.08066115,,5203,0.85,0.8,5/10/16,Kepler-636 b,,4.45,2016,3,341
2762,Kepler-637,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,23.20584623,,6096,1.64,2.56,5/10/16,Kepler-637 b,,4.75,2016,3,1575
2763,Kepler-638,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.07972888,,5382,0.88,0.93,5/10/16,Kepler-638 b,,1.83,2016,3,426
2764,Kepler-639,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,10.21420496,,5896,1.14,1.29,5/10/16,Kepler-639 b,,2.38,2016,3,680
2765,Kepler-640,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,22.24813967,,5653,1.01,0.94,5/10/16,Kepler-640 b,,2.56,2016,3,538
2766,Kepler-641,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,9.48961571,,5713,1.02,1.13,5/10/16,Kepler-641 b,,1.85,2016,3,673
2767,Kepler-642,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.41745855,,6570,1.4,1.66,5/10/16,Kepler-642 b,,2.9,2016,3,1022
2768,Kepler-643,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.33889626,,4908,1,2.52,5/10/16,Kepler-643 b,,10.16,2016,3,1029
2769,Kepler-644,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.1739171,,6747,1.49,1.81,5/10/16,Kepler-644 b,,3.15,2016,3,1413
2770,Kepler-645,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.27582262,,6170,1.13,1.21,5/10/16,Kepler-645 b,,2.1,2016,3,901
2771,Kepler-646,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,15.87364565,,5634,0.93,0.91,5/10/16,Kepler-646 b,,1.99,2016,3,513
2772,Kepler-647,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.2254649,,6020,1.03,1.07,5/10/16,Kepler-647 b,,1.17,2016,3,789
2773,Kepler-648,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,17.4211749,,5741,1.05,0.98,5/10/16,Kepler-648 b,,3.22,2016,3,665
2774,Kepler-649,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,29.90722674,,5871,0.97,0.94,5/10/16,Kepler-649 b,,2.26,2016,3,525
2775,Kepler-65,b,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...766..101C target=ref> Chaplin et al. 2013 </a>,Transit,3,2.15491,0.035,6211,1.25,1.41,5/14/14,Kepler-65 b,,1.42,2012,3,
2776,Kepler-65,c,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...766..101C target=ref> Chaplin et al. 2013 </a>,Transit,3,5.859944,0.068,6211,1.25,1.41,5/14/14,Kepler-65 c,,2.58,2012,3,
2777,Kepler-65,d,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...766..101C target=ref> Chaplin et al. 2013 </a>,Transit,3,8.13123,0.084,6211,1.25,1.41,5/14/14,Kepler-65 d,,1.52,2012,3,
2778,Kepler-650,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.03214559,,5849,1.08,1.35,5/10/16,Kepler-650 b,,2.96,2016,3,805
2779,Kepler-651,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,21.38521506,,5522,0.92,0.87,5/10/16,Kepler-651 b,,2.37,2016,3,537
2780,Kepler-652,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.18200253,,5490,0.97,0.88,5/10/16,Kepler-652 b,,2.49,2016,3,423
2781,Kepler-653,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,14.70748976,,5665,1.02,1.19,5/10/16,Kepler-653 b,,1.95,2016,3,593
2782,Kepler-653,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,0.90037648,,5665,1.02,1.19,5/10/16,Kepler-653 c,,0.78,2016,3,593
2783,Kepler-654,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,13.72465129,,5865,1.04,1.11,5/10/16,Kepler-654 b,,2.07,2016,3,661
2784,Kepler-655,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,46.4063358,,6170,1.15,1.24,5/10/16,Kepler-655 b,,2.71,2016,3,783
2785,Kepler-656,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,1.26025909,,5281,0.86,0.82,5/10/16,Kepler-656 b,,3.12,2016,3,867
2786,Kepler-657,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,24.54350418,,5808,1.01,1.01,5/10/16,Kepler-657 b,,3.52,2016,3,1244
2787,Kepler-658,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,1.28707676,,4103,0.63,0.6,5/10/16,Kepler-658 b,,1.63,2016,3,341
2788,Kepler-659,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,17.671796,,4870,0.79,0.74,5/10/16,Kepler-659 b,,2.5,2016,3,688
2789,Kepler-66,b,1,<a href=http://adsabs.harvard.edu/abs/2013Natur.499...55M target=ref> Meibom et al. 2013 </a>,Transit,1,17.815815,0.1352,5962,1.038,0.97,5/14/14,Kepler-66 b,,2.8,2013,3,1107
2790,Kepler-660,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,9.27358194,,4779,0.75,0.71,5/10/16,Kepler-660 b,,2.57,2016,3,564
2791,Kepler-661,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.02930132,,4483,0.7,0.67,5/10/16,Kepler-661 b,,3.07,2016,3,558
2792,Kepler-662,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,21.67697486,,4897,0.79,0.74,5/10/16,Kepler-662 b,,2.18,2016,3,641
2793,Kepler-663,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.99678284,,5264,0.86,0.82,5/10/16,Kepler-663 b,,2.6,2016,3,1030
2794,Kepler-664,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.52559332,,5754,1.01,1.02,5/10/16,Kepler-664 b,,2.66,2016,3,1386
2795,Kepler-665,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.01310205,,4913,0.79,0.74,5/10/16,Kepler-665 b,,2.6,2016,3,651
2796,Kepler-666,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.49876092,,5887,1.03,1.05,5/10/16,Kepler-666 b,,2.4,2016,3,1330
2797,Kepler-667,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,41.43962808,,5327,0.91,0.87,5/10/16,Kepler-667 b,,4.73,2016,3,907
2798,Kepler-668,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,8.35390639,,5352,0.87,0.82,5/10/16,Kepler-668 b,,2.7,2016,3,877
2799,Kepler-669,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.12554687,,6038,1.15,1.2,5/10/16,Kepler-669 b,,4.83,2016,3,1778
2800,Kepler-67,b,1,<a href=http://adsabs.harvard.edu/abs/2013Natur.499...55M target=ref> Meibom et al. 2013 </a>,Transit,1,15.7259,0.1171,5331,0.865,0.78,5/14/14,Kepler-67 b,,2.94,2013,3,1107
2801,Kepler-670,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.81650485,,5709,0.99,0.99,5/10/16,Kepler-670 b,,13.18,2016,3,980
2802,Kepler-671,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.28095859,,5624,0.97,0.95,5/10/16,Kepler-671 b,,2.69,2016,3,1139
2803,Kepler-672,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,38.3774623,,5627,0.95,0.92,5/10/16,Kepler-672 b,,2.5,2016,3,1011
2804,Kepler-673,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.72873109,,5355,0.88,0.84,5/10/16,Kepler-673 b,,6.54,2016,3,978
2805,Kepler-674,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.24338185,,4192,0.6,0.57,5/10/16,Kepler-674 b,,1.69,2016,3,302
2806,Kepler-675,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.33743801,,4945,0.79,0.75,5/10/16,Kepler-675 b,,2.44,2016,3,651
2807,Kepler-676,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,11.59822172,,3701,0.51,0.49,5/10/16,Kepler-676 b,,3.04,2016,3,243
2808,Kepler-677,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.57531678,,5723,1,0.99,5/10/16,Kepler-677 b,,5.38,2016,3,1180
2809,Kepler-678,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,7.27503724,,5520,0.94,0.91,5/10/16,Kepler-678 b,,5.14,2016,3,875
2810,Kepler-679,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,12.39358604,,5403,0.87,0.84,5/10/16,Kepler-679 b,,3.01,2016,3,968
2811,Kepler-68,b,1,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>,Transit,3,5.39875,,5793,1.08,1.24,10/27/16,Kepler-68 b,5.97,2.33,2013,3,135
2812,Kepler-68,c,1,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>,Transit,3,9.60504,,5793,1.08,1.24,10/27/16,Kepler-68 c,7.2,1,2013,3,135
2813,Kepler-68,d,1,<a href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>,Radial Velocity,3,625,,5793,1.08,1.24,10/27/16,Kepler-68 d,267,,2013,3,135
2814,Kepler-680,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.68992629,,5890,1.08,1.11,5/10/16,Kepler-680 b,,2.42,2016,3,1342
2815,Kepler-681,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,26.39435646,,5021,0.8,0.76,5/10/16,Kepler-681 b,,3.08,2016,3,666
2816,Kepler-682,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,12.61190667,,5559,0.92,0.89,5/10/16,Kepler-682 b,,7.37,2016,3,951
2817,Kepler-683,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.53918318,,5703,0.96,0.95,5/10/16,Kepler-683 b,,1.97,2016,3,976
2818,Kepler-684,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.77030201,,5493,0.89,0.86,5/10/16,Kepler-684 b,,3.36,2016,3,1066
2819,Kepler-685,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,1.6255222,,5963,1.11,1.16,5/10/16,Kepler-685 b,,10.58,2016,3,1145
2820,Kepler-686,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,1.59474546,,5649,0.94,0.92,5/10/16,Kepler-686 b,,12.15,2016,3,1203
2821,Kepler-687,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,20.50586978,,4841,0.77,0.73,5/10/16,Kepler-687 b,,3.52,2016,3,628
2822,Kepler-688,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.89593684,,5715,0.98,0.96,5/10/16,Kepler-688 b,,9.76,2016,3,1247
2823,Kepler-689,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,22.36656079,,5518,0.91,0.88,5/10/16,Kepler-689 b,,2.89,2016,3,1044
2824,Kepler-69,b,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...768..101B target=ref> Barclay et al. 2013 </a>,Transit,2,13.722341,0.094,5638,0.81,0.93,5/14/14,Kepler-69 b,,2.24,2013,3,
2825,Kepler-69,c,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...768..101B target=ref> Barclay et al. 2013 </a>,Transit,2,242.4613,0.64,5638,0.81,0.93,5/14/14,Kepler-69 c,,1.71,2013,3,
2826,Kepler-690,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,7.74809437,,5913,1.11,1.16,5/10/16,Kepler-690 b,,5.95,2016,3,1653
2827,Kepler-691,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,8.114379,,3715,0.53,0.5,5/10/16,Kepler-691 b,,2.09,2016,3,239
2828,Kepler-692,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,21.81293494,,5440,0.9,0.86,5/10/16,Kepler-692 b,,3.11,2016,3,1000
2829,Kepler-693,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,15.37563332,,4881,0.76,0.72,5/10/16,Kepler-693 b,,10.18,2016,3,1002
2830,Kepler-694,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.36584161,,5700,0.97,0.95,5/10/16,Kepler-694 b,,2.8,2016,3,1023
2831,Kepler-695,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.04033042,,5181,0.84,0.8,5/10/16,Kepler-695 b,,9.21,2016,3,620
2832,Kepler-696,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.19042557,,5903,1.06,1.08,5/10/16,Kepler-696 b,,6.14,2016,3,1285
2833,Kepler-697,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.70987065,,5513,0.92,0.88,5/10/16,Kepler-697 b,,4.13,2016,3,1091
2834,Kepler-698,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.32976218,,5612,0.94,0.91,5/10/16,Kepler-698 b,,3.68,2016,3,1135
2835,Kepler-699,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,27.80756293,,5330,0.81,0.78,5/10/16,Kepler-699 b,,14.11,2016,3,888
2836,Kepler-7,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>,Transit,1,4.8854892,0.06067,5933,1.359,1.97,10/15/15,Kepler-7 b,140.16303,18.181,2009,3,
2837,Kepler-700,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,80.8720639,,5692,0.98,0.96,5/10/16,Kepler-700 b,,5.99,2016,3,1061
2838,Kepler-701,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,10.35533177,,5343,0.88,0.84,5/10/16,Kepler-701 b,,2.84,2016,3,755
2839,Kepler-702,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,10.52629406,,5419,0.9,0.86,5/10/16,Kepler-702 b,,9.17,2016,3,892
2840,Kepler-703,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.58352176,,6185,1.18,1.27,5/10/16,Kepler-703 b,,8.2,2016,3,1482
2841,Kepler-704,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.76182115,,5616,0.97,0.96,5/10/16,Kepler-704 b,,2.61,2016,3,1054
2842,Kepler-705,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,56.0560538,,3722,0.53,0.51,5/10/16,Kepler-705 b,,2.11,2016,3,251
2843,Kepler-706,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,41.40831347,,5394,0.87,0.84,5/10/16,Kepler-706 b,,13.17,2016,3,810
2844,Kepler-707,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.23749275,,5099,0.8,0.76,5/10/16,Kepler-707 b,,1.33,2016,3,626
2845,Kepler-708,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.16789194,,5692,0.97,0.96,5/10/16,Kepler-708 b,,2.93,2016,3,1241
2846,Kepler-709,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.08524954,,5071,0.8,0.77,5/10/16,Kepler-709 b,,2.92,2016,3,668
2847,Kepler-710,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.34728553,,5611,0.94,0.91,5/10/16,Kepler-710 b,,1.88,2016,3,919
2848,Kepler-711,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,23.58914398,,5222,0.84,0.8,5/10/16,Kepler-711 b,,3.41,2016,3,664
2849,Kepler-712,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,21.02247699,,5148,0.84,0.78,5/10/16,Kepler-712 b,,3.41,2016,3,944
2850,Kepler-712,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,226.89047,,5148,0.84,0.78,5/10/16,Kepler-712 c,,4.85,2016,3,944
2851,Kepler-713,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,7.411141,,5785,0.98,0.99,5/10/16,Kepler-713 b,,2.48,2016,3,1003
2852,Kepler-714,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,8.09888799,,5995,1.09,1.12,5/10/16,Kepler-714 b,,9.67,2016,3,1460
2853,Kepler-715,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,10.00652995,,5871,1.04,1.04,5/10/16,Kepler-715 b,,3.75,2016,3,1214
2854,Kepler-716,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,10.37168453,,5099,0.83,0.78,5/10/16,Kepler-716 b,,2.9,2016,3,675
2855,Kepler-717,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.40840023,,5485,0.88,0.85,5/10/16,Kepler-717 b,,2.42,2016,3,1126
2856,Kepler-718,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.0523499,,6191,1.18,1.3,5/10/16,Kepler-718 b,,16.56,2016,3,1520
